Tên nhà hàng,Tên món,Giá,Hình ảnh món ăn
Chị Em - Bánh Tráng Nướng,Bánh Tráng Nướng Đặc Biệt,22.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvu2wzxtyh0b5@resize_ss120x120!@crop_w120_h120_cT
Chị Em - Bánh Tráng Nướng,Bánh Tráng Nướng Đặc Biệt Thêm Phomai,30.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr2sqihxxc5g25@resize_ss120x120!@crop_w120_h120_cT
Chị Em - Bánh Tráng Nướng,Bánh Tráng Nướng Xúc Xích Phomai,25.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvtybiiclac6f@resize_ss120x120!@crop_w120_h120_cT
Chị Em - Bánh Tráng Nướng,Bánh Tráng Nướng Bò Phô Mai,25.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxjmqlynxqxae@resize_ss120x120!@crop_w120_h120_cT
Chị Em - Bánh Tráng Nướng,Bánh Tráng Nướng Bò,22.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvtyakddw2h38@resize_ss120x120!@crop_w120_h120_cT
Chị Em - Bánh Tráng Nướng,Bánh Tráng Nướng Gà Phô Mai,25.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxjmrsp07tl67@resize_ss120x120!@crop_w120_h120_cT
Chị Em - Bánh Tráng Nướng,Bánh Tráng Nướng Lạp Sườn,22.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvu3l26mbb8c1@resize_ss120x120!@crop_w120_h120_cT
Chị Em - Bánh Tráng Nướng,Bánh Tráng Nướng Gà,22.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvu2w7wyys9e9@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Bắp - Gà Popcorn & Bánh Mì Gà Nem - 69 Ngõ 75 Trần Quang Diệu,Combo Bánh Mì Gà Khoai + Gà Popcorn Đặc Biệt,72.250đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxisdjo8blwcf@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Bắp - Gà Popcorn & Bánh Mì Gà Nem - 69 Ngõ 75 Trần Quang Diệu,Combo Bánh Mì Gà Nem + Gà Popcorn Nem Chua Rán Đặc Biệt,72.250đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxmqoa3qa4ke2@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Bắp - Gà Popcorn & Bánh Mì Gà Nem - 69 Ngõ 75 Trần Quang Diệu,Combo Bánh Mì Nem Khoai + Nem Chua Rán Đặc Biệt,72.250đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxk67ataf9g17@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Bắp - Gà Popcorn & Bánh Mì Gà Nem - 69 Ngõ 75 Trần Quang Diệu,Bánh Mì Gà Nem Khoai,31.450đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqy7pwy4g3a18f@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Bắp - Gà Popcorn & Bánh Mì Gà Nem - 69 Ngõ 75 Trần Quang Diệu,Bánh Mì Nem Khoai,31.450đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxh300fm7x5f7@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Bắp - Gà Popcorn & Bánh Mì Gà Nem - 69 Ngõ 75 Trần Quang Diệu,Bánh Mì Gà Khoai,31.450đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqy7pwgd4o7tc0@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Bắp - Gà Popcorn & Bánh Mì Gà Nem - 69 Ngõ 75 Trần Quang Diệu,Bánh Mì Pate đặc biệt,23.800đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m2ewbp9gcg5066@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Bắp - Gà Popcorn & Bánh Mì Gà Nem - 69 Ngõ 75 Trần Quang Diệu,Bánh Mì Nem Pate Khoai,31.450đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m2exg05v4n1u92@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Bắp - Gà Popcorn & Bánh Mì Gà Nem - 69 Ngõ 75 Trần Quang Diệu,Bánh Mì Xúc Xích,29.750đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m2ewwc6t5uwk03@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Bắp - Gà Popcorn & Bánh Mì Gà Nem - 69 Ngõ 75 Trần Quang Diệu,Bánh Mì Gà Pate Khoai,31.450đ,https://mms.img.susercontent.com/vn-11134517-7ras8-m2exdzihfxkic4@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Nướng Sài Gòn - Chùa Láng,Cơm tấm sườn đặc biệt,65.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lti4ipa0n85m6a@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Nướng Sài Gòn - Chùa Láng,Cơm tấm  sườn,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lti3nqfmlbt60a@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Nướng Sài Gòn - Chùa Láng,Cơm tấm sườn bì,50.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lti3rvgxzk0ae2@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Nướng Sài Gòn - Chùa Láng,Cơm tấm sườn bì trứng,58.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lti3vohfhgr1c4@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Nướng Sài Gòn - Chùa Láng,Bún trộn bò nam bộ,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lti4giau7vnx17@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Nướng Sài Gòn - Chùa Láng,Bún bò huế,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lti41ugon8ctd7@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Nướng Sài Gòn - Chùa Láng,Bún trộn thịt nướng nam bộ,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lti44tes52q2c7@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Nướng Sài Gòn - Chùa Láng,Bánh Mì Nướng Muối Ớt + Bánh Mì Mật Ong,38.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyaab44yqx06f@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Nướng Sài Gòn - Chùa Láng,Bánh Mì Nướng Muối Ớt + Bánh Mì Nướng Sốt Bơ Đặc Biệt,38.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyaablw8res8c@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Nướng Sài Gòn - Chùa Láng,Bánh mì thập cẩm + bánh mì mật ong,38.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxjie9vfyqh3f@resize_ss120x120!@crop_w120_h120_cT
Thắng Huyền - Mì Vằn Thắn & Sủi Cảo,Mỳ Vằn Thắn,55.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr2rcotc1xokd9@resize_ss120x120!@crop_w120_h120_cT
Thắng Huyền - Mì Vằn Thắn & Sủi Cảo,Sủi Cảo Đầy Đủ (ko có Mỳ),55.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyjnhee1zno16@resize_ss120x120!@crop_w120_h120_cT
Thắng Huyền - Mì Vằn Thắn & Sủi Cảo,Sủi Chiên,15.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyluolxnlax6c@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán - Vũ Thạnh,Đùi Gà Chiên Giòn Size Cực To,28.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr2trnedj7b8dc@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán - Vũ Thạnh,Cánh Gà Giòn Rụm,23.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr2trmu4cuc982@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán - Vũ Thạnh,Combo No Nê,140.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvyf4eqnfkp75@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán - Vũ Thạnh,Gà lắc phô mai,40.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxhbxcrddj862@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán - Vũ Thạnh,Gà Viên Chiên Giòn,35.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxt5ctd1r5w7a@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán - Vũ Thạnh,"Combo ""Bù khú""",220.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvybli0d7rt8f@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán - Vũ Thạnh,Combo 2 Đùi Gà Chiên Giòn Size Cưc To,55.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán - Vũ Thạnh,Combo 2 Cánh Gà Rán,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán - Vũ Thạnh,"Combo ""No quên đường về""",250.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqx8mqs0ck2h3e@resize_ss120x120!@crop_w120_h120_cT
Tiệm Gà Rán - Vũ Thạnh,Khoai Lắc Phomai Hàn Quốc,46.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvybkqth09l2d@resize_ss120x120!@crop_w120_h120_cT
Buffet Cơm Lẩu Tâm Chay - KĐT Văn Khê,Gỏi Miến Thái,65.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lvwuwwmrdyaj47@resize_ss120x120!@crop_w120_h120_cT
Buffet Cơm Lẩu Tâm Chay - KĐT Văn Khê,Salat Rau Sốt Dầu Mè,75.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lvwui4hi5ot5a8@resize_ss120x120!@crop_w120_h120_cT
Buffet Cơm Lẩu Tâm Chay - KĐT Văn Khê,Đậu Phụ Non Sốt Chanh Leo Size S,55.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lvx6sv8nok49aa@resize_ss120x120!@crop_w120_h120_cT
Buffet Cơm Lẩu Tâm Chay - KĐT Văn Khê,Salat Rong Nho,105.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lvwuhkrr0bmj1f@resize_ss120x120!@crop_w120_h120_cT
Buffet Cơm Lẩu Tâm Chay - KĐT Văn Khê,Salat Mùa Xuân,75.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lvwuxrjy4xqzea@resize_ss120x120!@crop_w120_h120_cT
Buffet Cơm Lẩu Tâm Chay - KĐT Văn Khê,An Vui Hạnh Phúc 2,655.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lwjjndnqwteh00@resize_ss120x120!@crop_w120_h120_cT
Buffet Cơm Lẩu Tâm Chay - KĐT Văn Khê,An Vui Hạnh Phúc 3,755.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lwjjmpbsh9ll08@resize_ss120x120!@crop_w120_h120_cT
Buffet Cơm Lẩu Tâm Chay - KĐT Văn Khê,An Vui Hạnh Phúc 1,595.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lvwv45htn9p7cd@resize_ss120x120!@crop_w120_h120_cT
Buffet Cơm Lẩu Tâm Chay - KĐT Văn Khê,Cơm Suât Trắng,40.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lvwoy0isbr2zed@resize_ss120x120!@crop_w120_h120_cT
Buffet Cơm Lẩu Tâm Chay - KĐT Văn Khê,Cơm Rang Thái,85.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lvwvjhwt92hn2f@resize_ss120x120!@crop_w120_h120_cT
Sầu Riêng VIP- Nước Ép và Rau Củ Quả-Khương Thượng,Dứa Mật,39.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyt15noucuxcd@resize_ss120x120!@crop_w120_h120_cT
Sầu Riêng VIP- Nước Ép và Rau Củ Quả-Khương Thượng,Nước Sấu Đá,19.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr3l80pclosk07@resize_ss120x120!@crop_w120_h120_cT
Sầu Riêng VIP- Nước Ép và Rau Củ Quả-Khương Thượng,Nước dừa,30.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqynq7v9suys78@resize_ss120x120!@crop_w120_h120_cT
Sầu Riêng VIP- Nước Ép và Rau Củ Quả-Khương Thượng,Dưa Hấu Sài Gòn,38.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyq1ycwglg922@resize_ss120x120!@crop_w120_h120_cT
Sầu Riêng VIP- Nước Ép và Rau Củ Quả-Khương Thượng,Ly Dừa Xiêm Bến Tre,29.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyq67ubw7gkcc@resize_ss120x120!@crop_w120_h120_cT
Sầu Riêng VIP- Nước Ép và Rau Củ Quả-Khương Thượng,Nước ép Siro Đào,30.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr69kgcntadgca@resize_ss120x120!@crop_w120_h120_cT
Sầu Riêng VIP- Nước Ép và Rau Củ Quả-Khương Thượng,Nước ép Siro Mận,30.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyqyj0kf2xl41@resize_ss120x120!@crop_w120_h120_cT
Sầu Riêng VIP- Nước Ép và Rau Củ Quả-Khương Thượng,Cam Vắt Sài Gòn,35.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyq9ktetnyx33@resize_ss120x120!@crop_w120_h120_cT
Sầu Riêng VIP- Nước Ép và Rau Củ Quả-Khương Thượng,Sữa Chua xoài cát,25.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-ltmhyrkrqpzeb1@resize_ss120x120!@crop_w120_h120_cT
Sầu Riêng VIP- Nước Ép và Rau Củ Quả-Khương Thượng,Sữa Chua cam,25.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-ltmi0991737u20@resize_ss120x120!@crop_w120_h120_cT
Bún Chả Bà Mầu - Hoàng Tăng Bí,Bún Chả Suất Lớn,40.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqz44gq0od5le2@resize_ss120x120!@crop_w120_h120_cT
Bún Chả Bà Mầu - Hoàng Tăng Bí,Bún Chả Suất Thường,36.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqz44g7pf5xg81@resize_ss120x120!@crop_w120_h120_cT
Bún Chả Bà Mầu - Hoàng Tăng Bí,Quẩy,10.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqz7hn2cwzpgd5@resize_ss120x120!@crop_w120_h120_cT
Bún Chả Bà Mầu - Hoàng Tăng Bí,Bún Chả Chan,40.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqz7m1tklgw44c@resize_ss120x120!@crop_w120_h120_cT
Bún Chả Bà Mầu - Hoàng Tăng Bí,Cocacola,10.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr6gq8sqypqc85@resize_ss120x120!@crop_w120_h120_cT
Bún Chả Bà Mầu - Hoàng Tăng Bí,Bún Ngan,40.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqz4oisu03pgbb@resize_ss120x120!@crop_w120_h120_cT
Bún Chả Bà Mầu - Hoàng Tăng Bí,Miến Ngan,40.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqz4q05zwpms96@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Sài Gòn - 204 Đội Cấn,Bánh Mì Sài Gòn - Best seller,37.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqzo64nk6xtw14@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Sài Gòn - 204 Đội Cấn,Bánh mì thịt chả vừa - Must try,27.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqzouni096e1c6@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Sài Gòn - 204 Đội Cấn,Bánh mì chả truyền thống,25.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr4lfeqa20ex42@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Sài Gòn - 204 Đội Cấn,COMBO 4 BÁNH MÌ SÀI GÒN ĐẶC BIỆT + TẶNG 1 CHAI SỮA ĐẬU…,195.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr4ndgjty6ys34@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Sài Gòn - 204 Đội Cấn,COMBO 4 BÁNH MÌ NEM NƯỚNG TRỨNG + TẶNG 1 CHAI SỮA ĐẬU…,135.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr0kwqsito046c@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Sài Gòn - 204 Đội Cấn,COMBO 4 BÁNH MÌ CHẢ CÁ NÓNG + TẶNG 1 CHAI SỮA ĐẬU NÀNH…,135.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr4ndh3spi9wb9@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Sài Gòn - 204 Đội Cấn,COMBO 2 Bánh Mì Sài Gòn Đặc Biệt + 2 Sữa Đậu Nành Tươi Nguyên Chất,125.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr4ndhl9zxdw1d@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Sài Gòn - 204 Đội Cấn,COMBO 2 BÁNH MÌ NEM NƯỚNG TRỨNG + 2 CHAI SỮA ĐẬU NÀNH…,95.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr4ndi596owp2d@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Sài Gòn - 204 Đội Cấn,Bánh Mì Sài Gòn - Best seller,37.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqzo64nk6xtw14@resize_ss120x120!@crop_w120_h120_cT
Bánh Mì Sài Gòn - 204 Đội Cấn,Bánh Mì Sài Gòn Đặc Biệt - Best Seller,49.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr3yqxijb6hlb0@resize_ss120x120!@crop_w120_h120_cT
Bà Ngà - Thịt Xiên Nướng,Thịt xiên nướng,14.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lxz7m5wi8yjd21@resize_ss120x120!@crop_w120_h120_cT
Bà Ngà - Thịt Xiên Nướng,Bánh mỳ mật ong,12.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqycpsuppdc4f0@resize_ss120x120!@crop_w120_h120_cT
Bà Ngà - Thịt Xiên Nướng,Bánh mỳ,4.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqycdlrk97yxba@resize_ss120x120!@crop_w120_h120_cT
Bà Ngà - Thịt Xiên Nướng,Bánh mỳ kẹp 2 xiên ( đầy đủ dưa ớt ),32.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr62crico7no8a@resize_ss120x120!@crop_w120_h120_cT
Bà Ngà - Thịt Xiên Nướng,Bánh mỳ kẹp 3 xiên ( đầy đủ dưa ớt ),46.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr622m7x9od5e6@resize_ss120x120!@crop_w120_h120_cT
Bà Ngà - Thịt Xiên Nướng,Sữa đậu nành,10.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyavhz0njyc54@resize_ss120x120!@crop_w120_h120_cT
Bà Ngà - Thịt Xiên Nướng,Trà quất,15.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqyavilrouqh8c@resize_ss120x120!@crop_w120_h120_cT
Bà Ngà - Thịt Xiên Nướng,Chè khúc bạch,30.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqz3huw9m2s9c0@resize_ss120x120!@crop_w120_h120_cT
Bà Ngà - Thịt Xiên Nướng,Sữa chua phomai,10.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Bà Ngà - Thịt Xiên Nướng,Chè bưởi,30.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr6et5f6xsih9e@resize_ss120x120!@crop_w120_h120_cT
Chicken Meat - Cơm Gà Singapore - Nguyễn Cơ Thạch,Cơm Đùi Tỏi Suất Bé Tặng 01 Coca Zero,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqytq19c8lvo33@resize_ss120x120!@crop_w120_h120_cT
Chicken Meat - Cơm Gà Singapore - Nguyễn Cơ Thạch,Cơm Đùi Gà Góc Tư Xối Mỡ Suất Bé + Sprite 300ml,57.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr62aihx9ghwee@resize_ss120x120!@crop_w120_h120_cT
Chicken Meat - Cơm Gà Singapore - Nguyễn Cơ Thạch,Cơm Đùi Tỏi Suất Bé + Coca 300ml,50.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr62snl5i7r8d7@resize_ss120x120!@crop_w120_h120_cT
Chicken Meat - Cơm Gà Singapore - Nguyễn Cơ Thạch,Cơm Đùi Gà Góc Tư Xá Xíu + Sprite 300ml,73.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqybw3x5ygg418@resize_ss120x120!@crop_w120_h120_cT
Chicken Meat - Cơm Gà Singapore - Nguyễn Cơ Thạch,Cơm Đùi Gà Góc Tư Xối Mỡ Suất Bé + Coca 300ml,57.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr3cswaxkujd39@resize_ss120x120!@crop_w120_h120_cT
Chicken Meat - Cơm Gà Singapore - Nguyễn Cơ Thạch,Cơm Đùi Tỏi Suất Bé + Sprite 300ml,50.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr3cfsagba9wdd@resize_ss120x120!@crop_w120_h120_cT
Chicken Meat - Cơm Gà Singapore - Nguyễn Cơ Thạch,Mỳ Trộn Xá Xíu + Coca 300ml,60.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr62sq6dpsbd58@resize_ss120x120!@crop_w120_h120_cT
Chicken Meat - Cơm Gà Singapore - Nguyễn Cơ Thạch,Cơm Đùi Gà Góc Tư Xá Xíu + Coca 300ml,73.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqycl0ktt2u118@resize_ss120x120!@crop_w120_h120_cT
Chicken Meat - Cơm Gà Singapore - Nguyễn Cơ Thạch,Mỳ Trộn Xá Xíu + Sprite 300ml,60.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr62agqxs81w13@resize_ss120x120!@crop_w120_h120_cT
Chicken Meat - Cơm Gà Singapore - Nguyễn Cơ Thạch,Cơm Sườn BBQ + Sprite 300ml,85.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr3cfubpc3b8b6@resize_ss120x120!@crop_w120_h120_cT
Tú Anh - Bánh Xèo & Nem Lụi,Nem Lụi,7.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvvq4y7z7pgf0@resize_ss120x120!@crop_w120_h120_cT
Tú Anh - Bánh Xèo & Nem Lụi,Bánh Xèo,11.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqvvq40xbxs4d2@resize_ss120x120!@crop_w120_h120_cT
Tú Anh - Bánh Xèo & Nem Lụi,Chân Gà Ngâm Sả Ớt,60.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxph3h8os786d@resize_ss120x120!@crop_w120_h120_cT
Tú Anh - Bánh Xèo & Nem Lụi,Trà Quất,10.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr2x71hn3zbtaf@resize_ss120x120!@crop_w120_h120_cT
Tú Anh - Bánh Xèo & Nem Lụi,Nước Me,10.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr2x70g6le4kff@resize_ss120x120!@crop_w120_h120_cT
Tú Anh - Bánh Xèo & Nem Lụi,Trà Chanh,10.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr2x70zlsyx0a3@resize_ss120x120!@crop_w120_h120_cT
Tú Anh - Bánh Xèo & Nem Lụi,Cocacola,12.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxqdrj9o7gkde@resize_ss120x120!@crop_w120_h120_cT
Tú Anh - Bánh Xèo & Nem Lụi,combo 3: 5 bánh xèo + 10 nem lụi + miễn phí trà quất,125.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr5v52ppi3rt50@resize_ss120x120!@crop_w120_h120_cT
Tú Anh - Bánh Xèo & Nem Lụi,combo1: 2 bánh xèo + 10 nem lụi + miễn phí trà quất,92.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr359g0g7zr8c8@resize_ss120x120!@crop_w120_h120_cT
Tú Anh - Bánh Xèo & Nem Lụi,combo 2 : 15 nem lụi + miễn phí trà quất,105.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqxw2ed37lqc06@resize_ss120x120!@crop_w120_h120_cT
Phở Tuấn Văn Miếu,Phở trộn,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqy7pprix40p72@resize_ss120x120!@crop_w120_h120_cT
Phở Tuấn Văn Miếu,bún thang,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lr39zekycwck94@resize_ss120x120!@crop_w120_h120_cT
Phở Tuấn Văn Miếu,phở  đùi,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqy7o1p8tcih16@resize_ss120x120!@crop_w120_h120_cT
Phở Tuấn Văn Miếu,phở gà,40.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqy7pr1l1pl084@resize_ss120x120!@crop_w120_h120_cT
Tươi Fruits - Hoa Quả Dầm,Hoa quả dầm thập cẩm,40.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Tươi Fruits - Hoa Quả Dầm,Hoa quả dầm sầu riêng,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Tươi Fruits - Hoa Quả Dầm,Mãng cầu dầm,35.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Tươi Fruits - Hoa Quả Dầm,Bơ dầm kem tươi,45.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Tươi Fruits - Hoa Quả Dầm,Bơ dầm xoài,40.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Tươi Fruits - Hoa Quả Dầm,Bơ dầm mẵng cầu,40.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Tươi Fruits - Hoa Quả Dầm,Vú sữa dầm hồng xiêm,40.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Tươi Fruits - Hoa Quả Dầm,Dâu tây dầm sữa chua,40.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
Tươi Fruits - Hoa Quả Dầm,Mít dầm sữa chua,30.000đ,https://mms.img.susercontent.com/vn-11134517-7r98o-lqn24i7chcfw9c@resize_ss120x120!@crop_w120_h120_cT
